name,kind,sidocode,sido,sigungucode,sigungu,dongcode,dong,jibuncode,jibun,jibunaddr,doro,doroaddr,gyundo,wido
다이소,소매,11,서울특별시,11440,마포구,1144010100,아현동,1.14E+18,329,서울특별시 마포구 아현동 329-1번지 ,서울특별시 마포구 신촌로,"서울특별시 마포구 신촌로 270, (아현동)",126.9556988,37.5571206
교동짬뽕,음식,11,서울특별시,11140,중구,1114011200,남창동,1.11E+18,46,서울특별시 중구 남창동 46-13번지 ,서울특별시 중구 퇴계로,"서울특별시 중구 퇴계로 57-1, (남창동)",126.9784889,37.55912206
엘지,부동산,11,서울특별시,11710,송파구,1171010700,가락동,1.17E+18,40,서울특별시 송파구 가락동 40-8번지 ,서울특별시 송파구 송이로21길,"서울특별시 송파구 송이로21길 42, (가락동)",127.1226657,37.49910873
성미용실,생활서비스,11,서울특별시,11200,성동구,1120011300,옥수동,1.12E+18,200,서울특별시 성동구 옥수동 200-5번지 ,서울특별시 성동구 한림말길,"서울특별시 성동구 한림말길 37, (옥수동)",127.0150709,37.54100651
육전면사무소,음식,11,서울특별시,11170,용산구,1117010500,남영동,1.12E+18,95,서울특별시 용산구 남영동 95-2번지 ,서울특별시 용산구 한강대로76길,"서울특별시 용산구 한강대로76길 11-44, (남영동)",126.9736681,37.54255512
가장맛있는족발,음식,11,서울특별시,11110,종로구,1111013700,낙원동,1.11E+18,235,서울특별시 종로구 낙원동 235-5번지 ,서울특별시 종로구 수표로,"서울특별시 종로구 수표로 125, (낙원동)",126.9885649,37.57232799
궁미사지,관광/여가/오락,11,서울특별시,11650,서초구,1165010800,서초동,1.17E+18,1593,서울특별시 서초구 서초동 1593-16번지 ,서울특별시 서초구 반포대로14길,"서울특별시 서초구 반포대로14길 39, (서초동)",127.0131144,37.48594492
서울바싹불고기,음식,11,서울특별시,11215,광진구,1121510700,화양동,1.12E+18,3,서울특별시 광진구 화양동 3-35번지 ,서울특별시 광진구 능동로,"서울특별시 광진구 능동로 131-1, (화양동)",127.0716394,37.54276231
편안한공간,관광/여가/오락,11,서울특별시,11500,강서구,1150010300,화곡동,1.15E+18,982,서울특별시 강서구 화곡동 982-9번지 ,서울특별시 강서구 화곡로,"서울특별시 강서구 화곡로 280, (화곡동)",126.8478657,37.54940485
투스카로라,소매,11,서울특별시,11230,동대문구,1123010400,전농동,1.12E+18,620,서울특별시 동대문구 전농동 620-69,서울특별시 동대문구 왕산로,서울특별시 동대문구 왕산로 200,127.0460901,37.57986202
나이스미트유,음식,11,서울특별시,11110,종로구,1111017200,명륜4가,1.11E+18,44,서울특별시 종로구 명륜4가 44번지 ,서울특별시 종로구 대명길,"서울특별시 종로구 대명길 19-8, (명륜4가)",127.0006367,37.58302705
호야,음식,11,서울특별시,11215,광진구,1121510700,화양동,1.12E+18,12,서울특별시 광진구 화양동 12-34번지 ,서울특별시 광진구 능동로13길,"서울특별시 광진구 능동로13길 30, (화양동)",127.0705792,37.54339371
베스트플러스문구,소매,11,서울특별시,11560,영등포구,1156012100,문래동3가,1.16E+18,55,서울특별시 영등포구 문래동3가 55-20번지 ,서울특별시 영등포구 경인로,"서울특별시 영등포구 경인로 775, (문래동3가)",126.8975254,37.51473841
유카스영어,학문/교육,11,서울특별시,11680,강남구,1168010300,개포동,1.17E+18,167,서울특별시 강남구 개포동 167-4번지 ,서울특별시 강남구 선릉로,"서울특별시 강남구 선릉로 30, (개포동)",127.0611582,37.48246191
울림국어,학문/교육,11,서울특별시,11470,양천구,1147010200,목동,1.15E+18,907,서울특별시 양천구 목동 907번지 ,서울특별시 양천구 목동서로,"서울특별시 양천구 목동서로 77, (목동)",126.8779665,37.53595392
못된고양이,소매,11,서울특별시,11500,강서구,1150010300,화곡동,1.15E+18,343,서울특별시 강서구 화곡동 343-59번지 ,서울특별시 강서구 강서로,"서울특별시 강서구 강서로 35, (화곡동)",126.8468939,37.53094216
미친노가리,음식,11,서울특별시,11200,성동구,1120010400,도선동,1.12E+18,212,서울특별시 성동구 도선동 212-4번지 ,서울특별시 성동구 무학로2길,"서울특별시 성동구 무학로2길 33-2, (도선동)",127.0336013,37.56329835
럭셔리노래방,관광/여가/오락,11,서울특별시,11530,구로구,1153010200,구로동,1.15E+18,148,서울특별시 구로구 구로동 148-10번지 ,서울특별시 구로구 도림로,"서울특별시 구로구 도림로 93, (구로동)",126.893386,37.49093915
대통연탄불,음식,11,서울특별시,11470,양천구,1147010300,신월동,1.15E+18,23,서울특별시 양천구 신월동 23-1번지 ,서울특별시 양천구 월정로,"서울특별시 양천구 월정로 246, (신월동)",126.8323727,37.53999003
프라모게이트,생활서비스,11,서울특별시,11620,관악구,1162010200,신림동,1.16E+18,1422,서울특별시 관악구 신림동 1422-5번지 ,서울특별시 관악구 신림로,"서울특별시 관악구 신림로 340, (신림동)",126.9300785,37.48475357
S사진관,생활서비스,11,서울특별시,11710,송파구,1171010100,잠실동,1.17E+18,184,서울특별시 송파구 잠실동 184-8번지 ,서울특별시 송파구 올림픽로,"서울특별시 송파구 올림픽로 132, (잠실동)",127.0853661,37.51123339
에바다,소매,11,서울특별시,11215,광진구,1121510100,중곡동,1.12E+18,81,서울특별시 광진구 중곡동 81-1번지 ,서울특별시 광진구 자양로53길,"서울특별시 광진구 자양로53길 111, (중곡동)",127.0889367,37.55711562
미담,음식,11,서울특별시,11350,노원구,1135010500,상계동,1.14E+18,726,서울특별시 노원구 상계동 726-1번지 ,서울특별시 노원구 동일로218길,"서울특별시 노원구 동일로218길 17, (상계동)",127.0617583,37.65386385
옷수선점,생활서비스,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,507,서울특별시 강남구 대치동 507-1번지 ,서울특별시 강남구 남부순환로,"서울특별시 강남구 남부순환로 2942, (대치동)",127.0623075,37.49363516
SH뷰티,생활서비스,11,서울특별시,11650,서초구,1165010800,서초동,1.17E+18,1427,서울특별시 서초구 서초동 1427-6번지 ,서울특별시 서초구 서초중앙로2길,"서울특별시 서초구 서초중앙로2길 42, (서초동)",127.0196881,37.48390018
다채,음식,11,서울특별시,11680,강남구,1168011500,수서동,1.17E+18,724,서울특별시 강남구 수서동 724번지 ,서울특별시 강남구 광평로,"서울특별시 강남구 광평로 280, (수서동)",127.1030943,37.48731104
지니킴,소매,11,서울특별시,11230,동대문구,1123010400,전농동,1.12E+18,591,서울특별시 동대문구 전농동 591-53번지 ,서울특별시 동대문구 왕산로,"서울특별시 동대문구 왕산로 214, (전농동)",127.0511299,37.58419161
노리터pc,관광/여가/오락,11,서울특별시,11740,강동구,1174010700,암사동,1.17E+18,497,서울특별시 강동구 암사동 497-1번지 ,서울특별시 강동구 올림픽로98길,"서울특별시 강동구 올림픽로98길 21, (암사동)",127.1293205,37.55126614
제일제당,소매,11,서울특별시,11740,강동구,1174010700,암사동,1.17E+18,497,서울특별시 강동구 암사동 497-16번지 ,서울특별시 강동구 암사길,"서울특별시 강동구 암사길 1, (암사동)",127.129881,37.55074766
황진이인력개발,생활서비스,11,서울특별시,11740,강동구,1174010900,천호동,1.17E+18,393,서울특별시 강동구 천호동 393-13번지 ,서울특별시 강동구 구천면로,"서울특별시 강동구 구천면로 253, (천호동)",127.1314083,37.54299181
오늘도맑은피부샵,생활서비스,11,서울특별시,11200,성동구,1120010400,도선동,1.12E+18,22,서울특별시 성동구 도선동 22-1번지 ,서울특별시 성동구 고산자로,"서울특별시 성동구 고산자로 253, (도선동)",127.0355711,37.56239539
수양주역관,생활서비스,11,서울특별시,11620,관악구,1162010100,봉천동,1.16E+18,944,서울특별시 관악구 봉천동 944-13번지 ,서울특별시 관악구 남부순환로,"서울특별시 관악구 남부순환로 1701, (봉천동)",126.9393892,37.48361209
명성씽크공장,소매,11,서울특별시,11545,금천구,1154510300,시흥동,1.15E+18,841,서울특별시 금천구 시흥동 841-11번지 ,서울특별시 금천구 독산로,"서울특별시 금천구 독산로 81-1, (시흥동)",126.9057551,37.45462493
리드101,학문/교육,11,서울특별시,11470,양천구,1147010200,목동,1.15E+18,907,서울특별시 양천구 목동 907-23번지 현대파크빌 ,서울특별시 양천구 목동동로,"서울특별시 양천구 목동동로 391, (목동, 현대파크빌)",126.8802424,37.53584937
티월드,소매,11,서울특별시,11230,동대문구,1123010700,청량리동,1.12E+18,743,서울특별시 동대문구 청량리동 743-2번지 ,서울특별시 동대문구 홍릉로,"서울특별시 동대문구 홍릉로 5, (청량리동)",127.0447194,37.58080604
협동2호,소매,11,서울특별시,11545,금천구,1154510200,독산동,1.15E+18,292,서울특별시 금천구 독산동 292-10번지 ,서울특별시 금천구 범안로,"서울특별시 금천구 범안로 1215, (독산동)",126.896863,37.46672446
이규동과오니기리독산점,음식,11,서울특별시,11545,금천구,1154510200,독산동,1.15E+18,291,서울특별시 금천구 독산동 291-1번지 ,서울특별시 금천구 두산로,"서울특별시 금천구 두산로 70, (독산동)",126.8956093,37.46895637
시슬리,소매,11,서울특별시,11230,동대문구,1123010400,전농동,1.12E+18,591,서울특별시 동대문구 전농동 591-53번지 ,서울특별시 동대문구 왕산로,"서울특별시 동대문구 왕산로 214, (전농동)",127.0511299,37.58419161
잇영어,학문/교육,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,931,서울특별시 강남구 대치동 931-21번지 ,서울특별시 강남구 삼성로,"서울특별시 강남구 삼성로 327, (대치동)",127.0594686,37.50088413
국제인성교육개발원,학문/교육,11,서울특별시,11110,종로구,1111018300,평창동,1.11E+18,549,서울특별시 종로구 평창동 549-18번지 ,서울특별시 종로구 평창16길,"서울특별시 종로구 평창16길 16-1, (평창동)",126.9657928,37.61126271
하루,생활서비스,11,서울특별시,11215,광진구,1121510500,자양동,1.12E+18,497,서울특별시 광진구 자양동 497-5번지 ,서울특별시 광진구 뚝섬로36가길,"서울특별시 광진구 뚝섬로36가길 2, (자양동)",127.0707616,37.53233924
대도식당,음식,11,서울특별시,11440,마포구,1144012000,서교동,1.14E+18,449,서울특별시 마포구 서교동 449-26번지 ,서울특별시 마포구 월드컵북로5길,"서울특별시 마포구 월드컵북로5길 12, (서교동)",126.917892,37.55741987
아더랜드,소매,11,서울특별시,11560,영등포구,1156011900,문래동1가,1.16E+18,39,서울특별시 영등포구 문래동1가 39번지 ,서울특별시 영등포구 경인로82길,"서울특별시 영등포구 경인로82길 3-4, (문래동1가)",126.8968748,37.51205623
ETCSEOUL,소매,11,서울특별시,11680,강남구,1168010700,신사동,1.17E+18,532,서울특별시 강남구 신사동 532-2번지 ,서울특별시 강남구 압구정로10길,"서울특별시 강남구 압구정로10길 11, (신사동)",127.0219735,37.52281763
초록안경,소매,11,서울특별시,11650,서초구,1165010100,방배동,1.17E+18,1015,서울특별시 서초구 방배동 1015번지 임광아파트 ,서울특별시 서초구 방배로,"서울특별시 서초구 방배로 14, (방배동, 임광아파트)",127.0024529,37.4764844
폴리니피아노,학문/교육,11,서울특별시,11740,강동구,1174010700,암사동,1.17E+18,443,서울특별시 강동구 암사동 443-1번지 ,서울특별시 강동구 고덕로13길,"서울특별시 강동구 고덕로13길 20, (암사동)",127.1311595,37.55565881
화이트큐브,소매,11,서울특별시,11440,마포구,1144012000,서교동,1.14E+18,367,서울특별시 마포구 서교동 367-13번지 ,서울특별시 마포구 잔다리로,"서울특별시 마포구 잔다리로 28, (서교동)",126.9202345,37.55117009
K2노래방,관광/여가/오락,11,서울특별시,11620,관악구,1162010200,신림동,1.16E+18,1638,서울특별시 관악구 신림동 1638-6번지 ,서울특별시 관악구 신림로59길,"서울특별시 관악구 신림로59길 15-8, (신림동)",126.929045,37.48269882
더마켓키친앤드라더,음식,11,서울특별시,11110,종로구,1111011700,당주동,1.11E+18,29,서울특별시 종로구 당주동 30번지 ,서울특별시 종로구 새문안로,"서울특별시 종로구 새문안로 97, (당주동)",126.9754329,37.57069199
대치4동우편취급국,생활서비스,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,934,서울특별시 강남구 대치동 934-26번지 ,서울특별시 강남구 도곡로69길,"서울특별시 강남구 도곡로69길 14, (대치동)",127.055973,37.4982612
kr모터스,소매,11,서울특별시,11200,성동구,1120011500,성수동2가,1.12E+18,314,서울특별시 성동구 성수동2가 314-2번지 ,서울특별시 성동구 연무장5길,"서울특별시 성동구 연무장5길 20, (성수동2가)",127.0534276,37.54488837
CLUBMONACO,소매,11,서울특별시,11680,강남구,1168010700,신사동,1.17E+18,664,서울특별시 강남구 신사동 664-14번지 ,서울특별시 강남구 선릉로157길,"서울특별시 강남구 선릉로157길 6, (신사동)",127.0394568,37.52597964
유스분식,음식,11,서울특별시,11680,강남구,1168011500,수서동,1.17E+18,746,서울특별시 강남구 수서동 746번지 까치마을아파트 ,서울특별시 강남구 광평로19길,"서울특별시 강남구 광평로19길 10, (수서동, 까치마을아파트)",127.0866977,37.48549143
청담스넥,음식,11,서울특별시,11680,강남구,1168010500,삼성동,1.17E+18,20,서울특별시 강남구 삼성동 20-5번지 ,서울특별시 강남구 삼성로119길,"서울특별시 강남구 삼성로119길 8, (삼성동)",127.0506109,37.51623934
현선이네,음식,11,서울특별시,11140,중구,1114010700,삼각동,1.11E+18,110,서울특별시 중구 삼각동 110-1번지 ,서울특별시 중구 남대문로10길,"서울특별시 중구 남대문로10길 19-1, (삼각동)",126.9837635,37.56743915
인투엠수학.과학학원,학문/교육,11,서울특별시,11680,강남구,1168010800,논현동,1.17E+18,254,서울특별시 강남구 논현동 254-11번지 ,서울특별시 강남구 선릉로,"서울특별시 강남구 선릉로 649, (논현동)",127.0419908,37.51449377
더만나,음식,11,서울특별시,11170,용산구,1117012900,이촌동,1.12E+18,301,서울특별시 용산구 이촌동 301-152번지 ,서울특별시 용산구 이촌로75길,"서울특별시 용산구 이촌로75길 22-3, (이촌동)",126.9746547,37.52091154
그랜드골프샵,소매,11,서울특별시,11650,서초구,1165010100,방배동,1.17E+18,453,서울특별시 서초구 방배동 453-33번지 ,서울특별시 서초구 방배천로,"서울특별시 서초구 방배천로 32, (방배동)",126.9826496,37.47946923
혜성옷수선,생활서비스,11,서울특별시,11620,관악구,1162010100,봉천동,1.16E+18,1712,서울특별시 관악구 봉천동 1712번지 관악드림타운 ,서울특별시 관악구 성현로,"서울특별시 관악구 성현로 80, (봉천동, 관악드림타운)",126.9529724,37.48984238
러브러브가요주점,음식,11,서울특별시,11740,강동구,1174010500,길동,1.17E+18,457,서울특별시 강동구 길동 457-4,서울특별시 강동구 천호대로,서울특별시 강동구 천호대로 1131,127.1372296,37.53472675
이화헤어,생활서비스,11,서울특별시,11650,서초구,1165010700,반포동,1.17E+18,91,서울특별시 서초구 반포동 91-10번지 ,서울특별시 서초구 서래로,"서울특별시 서초구 서래로 38, (반포동)",126.9984979,37.49834657
진종합집수리공사,생활서비스,11,서울특별시,11545,금천구,1154510300,시흥동,1.15E+18,935,서울특별시 금천구 시흥동 935-27번지 ,서울특별시 금천구 독산로,"서울특별시 금천구 독산로 16, (시흥동)",126.9047997,37.44883132
영아트,소매,11,서울특별시,11110,종로구,1111012800,관훈동,1.11E+18,105,서울특별시 종로구 관훈동 105번지 ,서울특별시 종로구 인사동길,"서울특별시 종로구 인사동길 54-1, (관훈동)",126.984013,37.57490192
오늘과내일수학,학문/교육,11,서울특별시,11470,양천구,1147010200,목동,1.15E+18,907,서울특별시 양천구 목동 907-10번지 ,서울특별시 양천구 목동서로,"서울특별시 양천구 목동서로 57, (목동)",126.8798453,37.53667456
약손H.B.H.S,생활서비스,11,서울특별시,11530,구로구,1153010100,신도림동,1.15E+18,644,서울특별시 구로구 신도림동 644번지 신도림동아2차 ,서울특별시 구로구 경인로,"서울특별시 구로구 경인로 643, (신도림동, 신도림동아2차)",126.8851771,37.50914416
강화갯벌장어,음식,11,서울특별시,11650,서초구,1165010800,서초동,1.17E+18,1599,서울특별시 서초구 서초동 1599-11번지 ,서울특별시 서초구 서초중앙로,"서울특별시 서초구 서초중앙로 63, (서초동)",127.0144533,37.48731669
홈플러스익스프레스서울뚝섬2점,소매,11,서울특별시,11200,성동구,1120011400,성수동1가,1.12E+18,656,서울특별시 성동구 성수동1가 656-1208번지 ,서울특별시 성동구 왕십리로,"서울특별시 성동구 왕십리로 109, (성수동1가)",127.04433,37.5474912
금강안경,소매,11,서울특별시,11620,관악구,1162010100,봉천동,1.16E+18,889,서울특별시 관악구 봉천동 889-1번지 ,서울특별시 관악구 양녕로,"서울특별시 관악구 양녕로 30, (봉천동)",126.9469508,37.48461682
제경철학관,생활서비스,11,서울특별시,11200,성동구,1120010700,행당동,1.12E+18,168,서울특별시 성동구 행당동 168-78번지 ,서울특별시 성동구 마조로1길,"서울특별시 성동구 마조로1길 39, (행당동)",127.0392119,37.56093835
튼튼영어마스터클럽,학문/교육,11,서울특별시,11470,양천구,1147010200,목동,1.15E+18,907,서울특별시 양천구 목동 907-12번지 부영그린타운1차 ,서울특별시 양천구 목동동로,"서울특별시 양천구 목동동로 393, (목동, 부영그린타운1차)",126.8800789,37.53619022
신앙촌상회,소매,11,서울특별시,11200,성동구,1120010300,홍익동,1.12E+18,123,서울특별시 성동구 홍익동 123번지 ,서울특별시 성동구 마장로,"서울특별시 성동구 마장로 230-1, (홍익동)",127.0354111,37.5660253
부부클리닉,소매,11,서울특별시,11530,구로구,1153010200,구로동,1.15E+18,442,서울특별시 구로구 구로동 442-179번지 ,서울특별시 구로구 구로중앙로,"서울특별시 구로구 구로중앙로 82, (구로동)",126.8879759,37.49660098
BAASTUDIOS,소매,11,서울특별시,11680,강남구,1168010700,신사동,1.17E+18,535,서울특별시 강남구 신사동 535-21번지 ,서울특별시 강남구 도산대로13길,"서울특별시 강남구 도산대로13길 31-3, (신사동)",127.0226534,37.52012911
울랄라스타일,소매,11,서울특별시,11230,동대문구,1123010500,답십리동,1.12E+18,19,서울특별시 동대문구 답십리동 19-14번지 ,서울특별시 동대문구 한천로11길,"서울특별시 동대문구 한천로11길 61-7, (답십리동)",127.0584433,37.56717536
옻안타는천연염색,생활서비스,11,서울특별시,11380,은평구,1138010600,대조동,1.14E+18,191,서울특별시 은평구 대조동 191-36번지 ,서울특별시 은평구 역말로9길,"서울특별시 은평구 역말로9길 42, (대조동)",126.9224188,37.61478508
오뎅,음식,11,서울특별시,11680,강남구,1168011500,수서동,1.17E+18,713,서울특별시 강남구 수서동 713번지 ,서울특별시 강남구 밤고개로1길,"서울특별시 강남구 밤고개로1길 10, (수서동)",127.1018421,37.48801336
수상한포차,음식,11,서울특별시,11500,강서구,1150010300,화곡동,1.15E+18,1117,서울특별시 강서구 화곡동 1117-15번지 ,서울특별시 강서구 화곡로,"서울특별시 강서구 화곡로 320, (화곡동)",126.8505129,37.55241307
더숯향,음식,11,서울특별시,11215,광진구,1121510300,구의동,1.12E+18,221,서울특별시 광진구 구의동 221-26번지 ,서울특별시 광진구 자양로18길,"서울특별시 광진구 자양로18길 99, (구의동)",127.088899,37.53883299
쉐도우,소매,11,서울특별시,11740,강동구,1174010800,성내동,1.17E+18,111,서울특별시 강동구 성내동 111-55번지 ,서울특별시 강동구 풍성로,"서울특별시 강동구 풍성로 90, (성내동)",127.1222514,37.53256196
김혜정과학학원,학문/교육,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,651,서울특별시 강남구 대치동 651번지 ,서울특별시 강남구 남부순환로,"서울특별시 강남구 남부순환로 2909, (대치동)",127.0573953,37.4921724
승리기원,관광/여가/오락,11,서울특별시,11230,동대문구,1123010300,제기동,1.12E+18,635,서울특별시 동대문구 제기동 635-21번지 ,서울특별시 동대문구 왕산로,"서울특별시 동대문구 왕산로 175-1, (제기동)",127.0426404,37.57959982
후후스시,음식,11,서울특별시,11740,강동구,1174011000,강일동,1.17E+18,679,서울특별시 강동구 강일동 679-2번지 ,서울특별시 강동구 아리수로,"서울특별시 강동구 아리수로 421, (강일동)",127.1740579,37.56462583
뷰티코리아,소매,11,서울특별시,11530,구로구,1153010200,구로동,1.15E+18,501,서울특별시 구로구 구로동 501번지 신구로자이아파트 ,서울특별시 구로구 구로중앙로,"서울특별시 구로구 구로중앙로 134, 1동  (구로동, 신구로자이아파트)",126.8842848,37.49993608
미래영재학원,학문/교육,11,서울특별시,11470,양천구,1147010200,목동,1.15E+18,907,서울특별시 양천구 목동 907-4번지 ,서울특별시 양천구 목동서로,"서울특별시 양천구 목동서로 67, (목동)",126.8785371,37.53638282
왕십리토박이부동산,부동산,11,서울특별시,11200,성동구,1120010700,행당동,1.12E+18,1,서울특별시 성동구 행당동 1-71번지 ,서울특별시 성동구 마조로9길,"서울특별시 성동구 마조로9길 8-1, (행당동)",127.0404743,37.56135409
왕호태권도,학문/교육,11,서울특별시,11620,관악구,1162010100,봉천동,1.16E+18,1638,서울특별시 관악구 봉천동 1638-22번지 ,서울특별시 관악구 인헌6길,"서울특별시 관악구 인헌6길 16, (봉천동)",126.9659902,37.47408949
왕꽃선녀,생활서비스,11,서울특별시,11500,강서구,1150010300,화곡동,1.15E+18,873,서울특별시 강서구 화곡동 873-15번지 ,서울특별시 강서구 곰달래로,"서울특별시 강서구 곰달래로 174, (화곡동)",126.8523374,37.53085102
도장인쇄복사,소매,11,서울특별시,11200,성동구,1120011200,금호동4가,1.12E+18,569,서울특별시 성동구 금호동4가 569번지 ,서울특별시 성동구 독서당로,"서울특별시 성동구 독서당로 294, (금호동4가)",127.0216113,37.54794489
디바노래연습장,관광/여가/오락,11,서울특별시,11710,송파구,1171010100,잠실동,1.17E+18,208,서울특별시 송파구 잠실동 208번지 ,서울특별시 송파구 백제고분로7길,"서울특별시 송파구 백제고분로7길 58, (잠실동)",127.0852147,37.51066456
정연,생활서비스,11,서울특별시,11140,중구,1114012500,충무로2가,1.11E+18,12,서울특별시 중구 충무로2가 12-17번지 ,서울특별시 중구 명동8가길,"서울특별시 중구 명동8가길 33, (충무로2가)",126.9868834,37.56190654
양촌리,음식,11,서울특별시,11215,광진구,1121510300,구의동,1.12E+18,199,서울특별시 광진구 구의동 199-10번지 ,서울특별시 광진구 광나루로54길,"서울특별시 광진구 광나루로54길 14, (구의동)",127.0955231,37.5403256
국밥의신,음식,11,서울특별시,11110,종로구,1111013700,낙원동,1.11E+18,197,서울특별시 종로구 낙원동 197-2번지 ,서울특별시 종로구 수표로,"서울특별시 종로구 수표로 106, (낙원동)",126.9895372,37.57074147
핏215,소매,11,서울특별시,11740,강동구,1174010700,암사동,1.17E+18,464,서울특별시 강동구 암사동 464번지 ,서울특별시 강동구 고덕로10길,"서울특별시 강동구 고덕로10길 45, (암사동)",127.1297456,37.55266591
리빙캐슬,학문/교육,11,서울특별시,11740,강동구,1174010100,명일동,1.17E+18,312,서울특별시 강동구 명일동 312-65번지 ,서울특별시 강동구 고덕로38길,"서울특별시 강동구 고덕로38길 61, (명일동)",127.1427023,37.55185063
삼립식품그릭슈바인잇투고,음식,11,서울특별시,11170,용산구,1117010700,동자동,1.12E+18,43,서울특별시 용산구 동자동 43-205번지 ,서울특별시 용산구 한강대로,"서울특별시 용산구 한강대로 405, (동자동)",126.9717115,37.55482833
에이스,소매,11,서울특별시,11620,관악구,1162010100,봉천동,1.16E+18,729,서울특별시 관악구 봉천동 729-22번지 보라매롯데캐슬 ,서울특별시 관악구 보라매로3길,"서울특별시 관악구 보라매로3길 31, (봉천동, 보라매롯데캐슬)",126.9250657,37.49053785
착한탕,음식,11,서울특별시,11440,마포구,1144012300,망원동,1.14E+18,396,서울특별시 마포구 망원동 396-28번지 ,서울특별시 마포구 희우정로10길,"서울특별시 마포구 희우정로10길 3, (망원동)",126.9043688,37.5526458
미가도수입마트,소매,11,서울특별시,11230,동대문구,1123011000,이문동,1.12E+18,358,서울특별시 동대문구 이문동 358-8번지 ,서울특별시 동대문구 이문로,"서울특별시 동대문구 이문로 204, (이문동)",127.0621941,37.60476075
런던프라이드,소매,11,서울특별시,11560,영등포구,1156011000,여의도동,1.16E+18,50,서울특별시 영등포구 여의도동 50번지 시범아파트 ,서울특별시 영등포구 63로,"서울특별시 영등포구 63로 45, (여의도동, 시범아파트)",126.9373054,37.52134727
훌라닷컴,소매,11,서울특별시,11680,강남구,1168010700,신사동,1.17E+18,587,서울특별시 강남구 신사동 587-12번지 ,서울특별시 강남구 도산대로,"서울특별시 강남구 도산대로 215, (신사동)",127.0301681,37.52075872
나눔해장국,음식,11,서울특별시,11530,구로구,1153010200,구로동,1.15E+18,184,서울특별시 구로구 구로동 184-1번지 ,서울특별시 구로구 디지털로33길,"서울특별시 구로구 디지털로33길 12, (구로동)",126.896142,37.4865408
마샬뷰티,생활서비스,11,서울특별시,11140,중구,1114012700,명동2가,1.11E+18,3,서울특별시 중구 명동2가 3-6번지 ,서울특별시 중구 명동10길,"서울특별시 중구 명동10길 15, (명동2가)",126.9853949,37.56316422
글로리아진스커피,음식,11,서울특별시,11650,서초구,1165010300,우면동,1.17E+18,685,서울특별시 서초구 우면동 685번지 삼성전자서울알엔디캠퍼스사택 ,서울특별시 서초구 성촌길,"서울특별시 서초구 성촌길 67, (우면동, 삼성전자서울알엔디캠퍼스사택)",127.0212952,37.46558598
이대서희부동산,부동산,11,서울특별시,11440,마포구,1144010800,대흥동,1.14E+18,12,서울특별시 마포구 대흥동 12-41번지 ,서울특별시 마포구 신촌로,"서울특별시 마포구 신촌로 160, (대흥동)",126.9433728,37.55636218
아이센스PC휴게점,관광/여가/오락,11,서울특별시,11680,강남구,1168010100,역삼동,1.17E+18,797,서울특별시 강남구 역삼동 797-16번지 ,서울특별시 강남구 논현로,"서울특별시 강남구 논현로 327, (역삼동)",127.0395893,37.49445283
재원부동산,부동산,11,서울특별시,11440,마포구,1144010100,아현동,1.14E+18,348,서울특별시 마포구 아현동 348-7,서울특별시 마포구 신촌로30길,서울특별시 마포구 신촌로30길 10,126.9519609,37.55651982
에그플랜트,음식,11,서울특별시,11215,광진구,1121510700,화양동,1.12E+18,3,서울특별시 광진구 화양동 3-37번지 ,서울특별시 광진구 능동로,"서울특별시 광진구 능동로 131, (화양동)",127.0715951,37.54268086
리빙텔,학문/교육,11,서울특별시,11290,성북구,1129013500,종암동,1.13E+18,28,서울특별시 성북구 종암동 28-26번지 ,서울특별시 성북구 회기로3길,"서울특별시 성북구 회기로3길 2, (종암동)",127.0375173,37.59146995
스타당구클럽,관광/여가/오락,11,서울특별시,11530,구로구,1153010200,구로동,1.15E+18,1125,서울특별시 구로구 구로동 1125-2번지 ,서울특별시 구로구 시흥대로,"서울특별시 구로구 시흥대로 569, (구로동)",126.9017454,37.48379977
휠라,소매,11,서울특별시,11230,동대문구,1123010400,전농동,1.12E+18,591,서울특별시 동대문구 전농동 591-53번지 ,서울특별시 동대문구 왕산로,"서울특별시 동대문구 왕산로 214, (전농동)",127.0511299,37.58419161
이철헤어커커,생활서비스,11,서울특별시,11710,송파구,1171010900,장지동,1.17E+18,879,서울특별시 송파구 장지동 879번지 송파비발디아파트 ,서울특별시 송파구 위례광장로,"서울특별시 송파구 위례광장로 163, (장지동, 송파비발디아파트)",127.1393107,37.47962403
annie&amy,소매,11,서울특별시,11680,강남구,1168010700,신사동,1.17E+18,545,서울특별시 강남구 신사동 545번지 ,서울특별시 강남구 압구정로12길,"서울특별시 강남구 압구정로12길 39, (신사동)",127.0229537,37.52139307
달,생활서비스,11,서울특별시,11680,강남구,1168010800,논현동,1.17E+18,180,서울특별시 강남구 논현동 180-14번지 ,서울특별시 강남구 강남대로118길,"서울특별시 강남구 강남대로118길 59, (논현동)",127.0278069,37.50743977
통일부동산,부동산,11,서울특별시,11680,강남구,1168010800,논현동,1.17E+18,274,서울특별시 강남구 논현동 274-11번지 ,서울특별시 강남구 언주로114길,"서울특별시 강남구 언주로114길 11, (논현동)",127.038676,37.51012376
